title,url,upload_date,duration,view_count,channel
"수능 영어, 미국 전교1등이 풀면?",https://www.youtube.com/watch?v=GFRYgb08BME,20241114,582,107061,캘리쌤 브이로그 영어
(원어민 실제속도)미국인과 영국인의 너무 다른 발음 | 자막없이 들리면 영어 초고수,https://www.youtube.com/watch?v=jNNTY1RzyQc,20241110,599,62659,캘리쌤 브이로그 영어
비싼 수업받아도 안알려줘요. 영어회화가 어렵다면 이 영상 10번만 보세요!,https://www.youtube.com/watch?v=MpOs1XNW8wI,20241103,885,385681,캘리쌤 브이로그 영어
영어가 한국어처럼 쉽게 나온다? | 혼자 공부하신다면 꼭 보세요 | 외국인이 매일쓰는 일상 영어표현 | 말하는 영어일기,https://www.youtube.com/watch?v=7gG-BbEd5Ok,20241027,387,87051,캘리쌤 브이로그 영어
"영어 스피킹 실력이 폭발적으로 늘어요 | 미국인이 밥먹듯이 쓰는 생활영어표현 | 미드, 뉴스 공부보다 효과좋은 원어민 브이로그 | 자기전 틀어놓으면 입에서 영어가 술술",https://www.youtube.com/watch?v=RHlt2Q9YUnU,20241020,548,43071,캘리쌤 브이로그 영어
원어민이 맨날 쓰는 영어 문장 무조건 통째로 외워주세요 | 영어로 잠들기 | 딱 30분 흘려듣기ㅣ반복 듣기 | 리스닝 귀가 뚫립니다,https://www.youtube.com/watch?v=99Tc6mUXHXs,20241007,1403,70321,캘리쌤 브이로그 영어
"미국인이 매일쓰는 일상 영어표현 | 미드, 뉴스보다 효과 좋은 원어민 브이로그 | 반복해서 들으면 영어가 입에서 술술 나와요 | 들으면 리스닝 실력이 폭발해요",https://www.youtube.com/watch?v=tAtjheQ_M9M,20241006,714,81774,캘리쌤 브이로그 영어
"미국인이 밥 먹듯이 쓰는 생활영어표현 | 미드, 뉴스 공부보다 효과 좋은 원어민 영어 브이로그 | 반복해서 들으면 영어가 입에서 자연스레 나와요",https://www.youtube.com/watch?v=vCEkFuReuS8,20240921,1510,77898,캘리쌤 브이로그 영어
미국인이 밥 먹듯이 쓰는 생활영어표현 | 반복해서 들으면 영어가 입에서 자연스레 나와요,https://www.youtube.com/watch?v=NF_45Jbgoq8,20240917,2387,90705,캘리쌤 브이로그 영어
미국인과 10년 동안 산 남자의 영어실력 | 미국인 이기는 영어 스피킹공부 | 혼자서 영어 공부하신다면 꼭 보세요 | 7일동안 영어만쓰면 생기는 일 | 무료영어레벨 테스트 해드려요,https://www.youtube.com/watch?v=Iq0ucF1-_Yw,20240911,857,26243,캘리쌤 브이로그 영어
"영어 귀뚫기, 리스닝 실력 폭발적으로 늘어요 | 미국인이 밥먹듯이 쓰는 생활영어표현 | 미드, 뉴스 공부보다 효과좋은 원어민 브이로그 | 자기전 틀어놓으면 입에서 영어가 술술",https://www.youtube.com/watch?v=3XqHe7WkiZo,20240906,1808,301816,캘리쌤 브이로그 영어
원어민 실제 영어속도 | 자막없이 들리면 영어고수 | 반복해서 들으면 영어가 입에서 자연스레 나와요,https://www.youtube.com/watch?v=wG4rud2ssvA,20240828,1014,73590,캘리쌤 브이로그 영어
"미국인이 밥 먹듯이 쓰는 생활영어표현 | 미드, 뉴스 공부보다 효과 좋은 원어민 브이로그 | 반복해서 들으면 영어가 입에서 자연스레 나와요",https://www.youtube.com/watch?v=K6jTQtegWWU,20240817,819,415009,캘리쌤 브이로그 영어
"미국인이 밥 먹듯이 쓰는 생활영어표현 | 미드, 뉴스 공부보다 효과 좋은 원어민 브이로그 | 반복해서 들으면 영어가 입에서 자연스레 나와요. | 만명 받아간 학습자료 드려요!",https://www.youtube.com/watch?v=vuTpHOIATVI,20240807,3022,285878,캘리쌤 브이로그 영어
"초보도 가능한 영어회화 공부법(독학, 공짜) 회화가 어렵다면 그냥 이 영상 보세요.(무료 학습자료 드려요)",https://www.youtube.com/watch?v=COKhWj3LvO8,20240804,591,61523,캘리쌤 브이로그 영어
"(미용실편) 미국인이 밥 먹듯이 쓰는 생활영어표현 | 미드, 뉴스 공부보다 효과 좋은 원어민 브이로그 | 반복해서 들으면 영어가 입에서 자연스레 나와요",https://www.youtube.com/watch?v=KsJu0po06xc,20240721,236,24957,캘리쌤 브이로그 영어
[원어민 영어] 미국인의 전시회 데이트 필수 영어 표현| Art Vocabulary In English,https://www.youtube.com/watch?v=PxPGltiJC-U,20240720,295,18163,캘리쌤 브이로그 영어
(실제 상황) 미국인의 쇼핑 필수 영어 표현| Mall Vocabulary In English,https://www.youtube.com/watch?v=aUWBXB4CBNo,20240717,365,52759,캘리쌤 브이로그 영어
(식당 영어) 미국인 실제 생활 따라다니며 원어민 되기 | Restaurant English Vocabulary,https://www.youtube.com/watch?v=Xteb-dQxBgM,20240711,322,75433,캘리쌤 브이로그 영어
"미국인이 밥 먹듯이 쓰는 생활영어표현 | 미드, 뉴스 공부보다 효과 좋은 원어민 브이로그 | 반복해서 들으면 영어가 입에서 자연스레 나와요",https://www.youtube.com/watch?v=Ut3neOv5iE4,20240629,576,83486,캘리쌤 브이로그 영어
(페스티벌편) 미국인 실제 생활 따라다니며 원어민 되기 | Learning English vocabulary from a native teacher,https://www.youtube.com/watch?v=n_vYrlFC5WM,20240617,235,23429,캘리쌤 브이로그 영어
(카페 영어) 미국인 실제 생활 따라다니며 원어민 되기 | Cafe English vocabulary from a native teacher,https://www.youtube.com/watch?v=46qNfNBOLvY,20240609,280,105984,캘리쌤 브이로그 영어
"한국인이 잘 모르는 영어 | 이거 알면 최소 교포, 미국인도 잘 모름",https://www.youtube.com/watch?v=ncCY10pROKw,20240602,489,6429,캘리쌤 브이로그 영어
(마트 영어) 미국인 실제 생활 따라다니며 원어민 되기 | Learning English vocabulary at the grocery store!,https://www.youtube.com/watch?v=-zU4HyWpjMU,20240526,228,78266,캘리쌤 브이로그 영어
서류 탈락 취준생에서 회사 매각까지 영어로 인생 반전시킨 이야기 | Why you should learn English,https://www.youtube.com/watch?v=ut3gmDinw08,20240510,614,17425,캘리쌤 브이로그 영어
(헬스편) 미국인 실제 생활 따라다니며 원어민 되기 | Learning English vocabulary from a native teacher at the GYM,https://www.youtube.com/watch?v=s8G8L6zgWrA,20240508,295,50165,캘리쌤 브이로그 영어
한국인이 매일 틀리는 영어 | 미국에서 총맞을 수 있음(방탄 뷔도 틀림) |BTS V's English,https://www.youtube.com/watch?v=yYHYsmM7610,20240501,449,34651,캘리쌤 브이로그 영어
"미국인이 밥 먹듯이 쓰는 생활영어표현 | 미드, 뉴스 공부보다 효과 좋은 원어민 브이로그 | 반복해서 들으면 영어가 입에서 자연스레 나와요",https://www.youtube.com/watch?v=6T8PU4P0YkY,20240427,344,137833,캘리쌤 브이로그 영어
한국인이 잘 모르는 영어 표현 | 3개 이상 알면 원어민 You can't never guess this expressions,https://www.youtube.com/watch?v=4sC0szBKdvo,20240321,630,10375,캘리쌤 브이로그 영어
한국인이 가장 많이 틀리는 발음 | 잘못하면 욕으로 들림 |Top 5 Pronunciation Mistakes that Koreans Make,https://www.youtube.com/watch?v=L9AioVmRAzg,20240312,638,10209,캘리쌤 브이로그 영어
한국인이 가장 많이 틀리는 영어 | 내가 하던 실수들 여기있음;;,https://www.youtube.com/watch?v=_gjV_hF4Z1g,20240225,383,51541,캘리쌤 브이로그 영어
